Order ID,Order Date,Customer ID,Customer Name,Product ID,Product Name,Category,Sub-Category,Quantity,Unit Price,Discount,Sales,Cost,Profit,Region,City,Payment Method,Customer Type,Profit Margin,Year,Month,Month Name,Year-Month
O001148,2025-11-28,C04010,Customer 4010,P051,Smartwatches 3,Smart Gadgets,Smartwatches,1,759.0,0.1967,609.72,462.71,147.01,South,Coimbatore,UPI,Returning,0.24111067375188608,2025,11,Nov,2025-11
O001881,2025-08-30,C04011,Customer 4011,P015,Cases 3,Mobile Accessories,Cases,3,1441.0,0.0358,4168.09,3130.74,1037.34,East,Patna,Cash on Delivery,New,0.2488765837589879,2025,8,Aug,2025-08
O020800,2024-08-09,C04012,Customer 4012,P020,Screen Protectors 4,Mobile Accessories,Screen Protectors,1,1968.0,0.2227,1529.79,1217.33,312.46,North,Amritsar,Credit Card,New,0.20425025657116336,2024,8,Aug,2024-08
O017584,2024-11-27,C04012,Customer 4012,P041,Laptop Stands 1,Computer Accessories,Laptop Stands,2,1423.0,0.1402,2446.95,1448.38,998.57,North,Chandigarh,UPI,Returning,0.40808761928114595,2024,11,Nov,2024-11
O011703,2024-05-06,C04013,Customer 4013,P033,Webcams 1,Computer Accessories,Webcams,1,1111.0,0.3,777.7,836.11,-58.41,South,Bengaluru,Net Banking,New,-0.0751060820367751,2024,5,May,2024-05
O019374,2024-08-27,C04013,Customer 4013,P016,Cases 4,Mobile Accessories,Cases,1,835.0,0.074,773.21,442.63,330.59,South,Coimbatore,Cash on Delivery,Returning,0.4275552566573117,2024,8,Aug,2024-08
O002252,2024-04-01,C04014,Customer 4014,P015,Cases 3,Mobile Accessories,Cases,1,1441.0,0.0894,1312.11,1043.58,268.53,East,Guwahati,UPI,New,0.20465509751469008,2024,4,Apr,2024-04
O002264,2025-11-09,C04014,Customer 4014,P060,Smart Lights 4,Smart Gadgets,Smart Lights,1,520.0,0.1484,442.84,272.15,170.7,North,Lucknow,UPI,Returning,0.3854665341884202,2025,11,Nov,2025-11
O030387,2025-08-26,C04015,Customer 4015,P012,Power Banks 4,Mobile Accessories,Power Banks,1,2794.0,0.0785,2574.68,1998.18,576.49,North,Chandigarh,Cash on Delivery,New,0.22390743704071964,2025,8,Aug,2025-08
O027921,2024-07-02,C04016,Customer 4016,P045,Storage 1,Computer Accessories,Storage,1,2529.0,0.0852,2313.5,1446.05,867.45,North,Jaipur,UPI,New,0.3749513723795116,2024,7,Jul,2024-07
O030017,2025-09-29,C04017,Customer 4017,P046,Storage 2,Computer Accessories,Storage,1,2452.0,0.127,2140.66,1603.03,537.62,South,Coimbatore,Cash on Delivery,New,0.2511468425625742,2025,9,Sep,2025-09
O004257,2025-11-06,C04017,Customer 4017,P051,Smartwatches 3,Smart Gadgets,Smartwatches,1,759.0,0.2891,539.55,462.71,76.84,South,Kochi,Net Banking,Returning,0.1424149754424984,2025,11,Nov,2025-11
O001842,2024-02-13,C04018,Customer 4018,P017,Screen Protectors 1,Mobile Accessories,Screen Protectors,1,1752.0,0.1632,1466.08,852.9,613.18,North,Lucknow,UPI,New,0.4182445705554949,2024,2,Feb,2024-02
O020148,2024-11-26,C04018,Customer 4018,P030,Mice 2,Computer Accessories,Mice,3,2112.0,0.1108,5633.74,3207.88,2425.85,West,Surat,Debit Card,Returning,0.4305931761139137,2024,11,Nov,2024-11
O007809,2025-06-26,C04018,Customer 4018,P040,USB Hubs 4,Computer Accessories,USB Hubs,1,2074.0,0.1336,1796.95,1164.91,632.05,West,Mumbai,UPI,Returning,0.35173488410918496,2025,6,Jun,2025-06
O037984,2025-09-22,C04018,Customer 4018,P030,Mice 2,Computer Accessories,Mice,2,2112.0,0.1876,3431.65,2138.59,1293.06,South,Hyderabad,UPI,Returning,0.3768041612635321,2025,9,Sep,2025-09
O037041,2024-07-30,C04019,Customer 4019,P001,Chargers 1,Mobile Accessories,Chargers,1,2366.0,0.0953,2140.53,1157.55,982.98,South,Bengaluru,UPI,New,0.4592227158694342,2024,7,Jul,2024-07
O002792,2025-06-08,C04019,Customer 4019,P041,Laptop Stands 1,Computer Accessories,Laptop Stands,1,1423.0,0.1031,1276.33,724.19,552.15,South,Bengaluru,Net Banking,Returning,0.43260755447258936,2025,6,Jun,2025-06
O003007,2025-08-12,C04019,Customer 4019,P066,Mini Fans 2,Smart Gadgets,Mini Fans,3,1749.0,0.2349,4014.72,3064.57,950.15,North,Chandigarh,Debit Card,Returning,0.2366665670333174,2025,8,Aug,2025-08
O016143,2024-02-19,C04020,Customer 4020,P026,Keyboards 2,Computer Accessories,Keyboards,3,744.0,0.0509,2118.4,1326.49,791.91,West,Ahmedabad,Credit Card,New,0.37382458459214496,2024,2,Feb,2024-02
O015571,2024-04-19,C04020,Customer 4020,P048,Storage 4,Computer Accessories,Storage,3,1006.0,0.2309,2321.07,2224.22,96.85,South,Hyderabad,Credit Card,Returning,0.041726445130909444,2024,4,Apr,2024-04
O036303,2024-05-20,C04020,Customer 4020,P029,Mice 1,Computer Accessories,Mice,1,631.0,0.0653,589.79,371.37,218.42,North,Amritsar,UPI,Returning,0.3703352040556808,2024,5,May,2024-05
O034207,2024-07-19,C04020,Customer 4020,P045,Storage 1,Computer Accessories,Storage,1,2529.0,0.0553,2389.1,1446.05,943.05,West,Nagpur,Credit Card,Returning,0.3947302331421874,2024,7,Jul,2024-07
O005412,2025-11-26,C04020,Customer 4020,P048,Storage 4,Computer Accessories,Storage,2,1006.0,0.084,1843.03,1482.81,360.22,North,Lucknow,UPI,Returning,0.19544988415815262,2025,11,Nov,2025-11
O020740,2025-07-19,C04021,Customer 4021,P060,Smart Lights 4,Smart Gadgets,Smart Lights,3,520.0,0.1337,1351.49,816.44,535.05,East,Patna,UPI,New,0.39589638103130614,2025,7,Jul,2025-07
O015431,2025-10-17,C04021,Customer 4021,P058,Smart Lights 2,Smart Gadgets,Smart Lights,1,1791.0,0.1922,1446.75,1125.1,321.65,North,Chandigarh,UPI,Returning,0.22232590288577844,2025,10,Oct,2025-10
O028526,2025-11-15,C04021,Customer 4021,P058,Smart Lights 2,Smart Gadgets,Smart Lights,1,1791.0,0.3,1253.7,1125.1,128.6,South,Bengaluru,Net Banking,Returning,0.10257637393315784,2025,11,Nov,2025-11
O004020,2024-05-27,C04022,Customer 4022,P062,Trackers 2,Smart Gadgets,Trackers,1,1518.0,0.107,1355.53,996.25,359.27,East,Ranchi,Net Banking,New,0.2650402425619499,2024,5,May,2024-05
O014733,2024-10-08,C04022,Customer 4022,P039,USB Hubs 3,Computer Accessories,USB Hubs,1,834.0,0.1313,724.48,512.75,211.73,East,Ranchi,Cash on Delivery,Returning,0.2922509938162544,2024,10,Oct,2024-10
O034587,2024-04-14,C04024,Customer 4024,P015,Cases 3,Mobile Accessories,Cases,4,1441.0,0.0798,5304.05,4174.32,1129.72,East,Kolkata,UPI,New,0.2129919589747457,2024,4,Apr,2024-04
O019998,2024-06-24,C04024,Customer 4024,P024,Audio 4,Mobile Accessories,Audio,1,2700.0,0.1442,2310.56,1860.02,450.54,North,Amritsar,UPI,Returning,0.1949916903261547,2024,6,Jun,2024-06
O030948,2025-09-13,C04024,Customer 4024,P058,Smart Lights 2,Smart Gadgets,Smart Lights,1,1791.0,0.0252,1745.78,1125.1,620.68,South,Hyderabad,UPI,Returning,0.3555316248324531,2025,9,Sep,2025-09
O025961,2025-11-09,C04024,Customer 4024,P055,Smart Speakers 3,Smart Gadgets,Smart Speakers,1,2173.0,0.0753,2009.29,1098.09,911.2,South,Hyderabad,UPI,Returning,0.45349352258758074,2025,11,Nov,2025-11
O023948,2024-02-20,C04025,Customer 4025,P019,Screen Protectors 3,Mobile Accessories,Screen Protectors,1,2516.0,0.1257,2199.71,1752.92,446.8,East,Guwahati,Net Banking,New,0.20311768369466884,2024,2,Feb,2024-02
O031140,2024-06-04,C04026,Customer 4026,P054,Smart Speakers 2,Smart Gadgets,Smart Speakers,1,2061.0,0.0346,1989.67,1391.08,598.59,West,Ahmedabad,Debit Card,New,0.3008488844883825,2024,6,Jun,2024-06
O002202,2024-06-12,C04026,Customer 4026,P058,Smart Lights 2,Smart Gadgets,Smart Lights,1,1791.0,0.0463,1707.99,1125.1,582.89,North,Jaipur,Debit Card,Returning,0.34127248988577213,2024,6,Jun,2024-06
O021611,2024-06-12,C04026,Customer 4026,P024,Audio 4,Mobile Accessories,Audio,1,2700.0,0.1694,2242.7,1860.02,382.68,North,Lucknow,Cash on Delivery,Returning,0.17063361127212737,2024,6,Jun,2024-06
O011388,2024-12-19,C04026,Customer 4026,P048,Storage 4,Computer Accessories,Storage,1,1006.0,0.1357,869.47,741.41,128.07,South,Chennai,Credit Card,Returning,0.1472966289808734,2024,12,Dec,2024-12
O016026,2025-02-27,C04026,Customer 4026,P067,Mini Fans 3,Smart Gadgets,Mini Fans,1,1765.0,0.3,1235.5,1160.09,75.41,North,Amritsar,Credit Card,Returning,0.06103601780655605,2025,2,Feb,2025-02
O035402,2025-03-21,C04026,Customer 4026,P062,Trackers 2,Smart Gadgets,Trackers,1,1518.0,0.0816,1394.18,996.25,397.92,South,Chennai,Credit Card,Returning,0.2854150827009425,2025,3,Mar,2025-03
O027012,2025-05-15,C04026,Customer 4026,P008,Cables 4,Mobile Accessories,Cables,1,2400.0,0.1378,2069.32,1354.6,714.72,South,Hyderabad,Cash on Delivery,Returning,0.34538882338159393,2025,5,May,2025-05
O036027,2025-05-27,C04026,Customer 4026,P060,Smart Lights 4,Smart Gadgets,Smart Lights,3,520.0,0.1845,1272.11,816.44,455.67,West,Ahmedabad,Cash on Delivery,Returning,0.3582001556469174,2025,5,May,2025-05
O020730,2025-07-05,C04026,Customer 4026,P048,Storage 4,Computer Accessories,Storage,1,1006.0,0.1433,861.81,741.41,120.4,West,Mumbai,Credit Card,Returning,0.1397059676726889,2025,7,Jul,2025-07
O047393,2025-07-24,C04026,Customer 4026,P060,Smart Lights 4,Smart Gadgets,Smart Lights,1,520.0,0.1484,442.82,272.15,170.67,South,Coimbatore,UPI,Returning,0.3854161961971004,2025,7,Jul,2025-07
O021274,2025-12-27,C04026,Customer 4026,P003,Chargers 3,Mobile Accessories,Chargers,2,2603.0,0.0627,4879.37,2834.02,2045.35,South,Chennai,Cash on Delivery,Returning,0.41918321422642674,2025,12,Dec,2025-12
O038521,2024-03-18,C04027,Customer 4027,P019,Screen Protectors 3,Mobile Accessories,Screen Protectors,4,2516.0,0.0976,9081.36,7011.67,2069.69,West,Surat,Debit Card,New,0.22790529171842103,2024,3,Mar,2024-03
O024965,2024-05-20,C04027,Customer 4027,P035,Webcams 3,Computer Accessories,Webcams,2,1514.0,0.0828,2777.42,1694.96,1082.46,East,Ranchi,UPI,Returning,0.3897357979707786,2024,5,May,2024-05
O045185,2024-08-30,C04027,Customer 4027,P030,Mice 2,Computer Accessories,Mice,2,2112.0,0.0714,3922.2,2138.59,1783.61,South,Coimbatore,UPI,Returning,0.4547473356789557,2024,8,Aug,2024-08
O033965,2024-11-01,C04027,Customer 4027,P025,Keyboards 1,Computer Accessories,Keyboards,1,2378.0,0.0455,2269.83,1459.73,810.1,North,Jaipur,Cash on Delivery,Returning,0.35689897481309174,2024,11,Nov,2024-11
O007551,2025-03-05,C04027,Customer 4027,P016,Cases 4,Mobile Accessories,Cases,1,835.0,0.1131,740.55,442.63,297.92,North,Delhi,UPI,Returning,0.4022955911147121,2025,3,Mar,2025-03
O003252,2025-07-23,C04027,Customer 4027,P063,Trackers 3,Smart Gadgets,Trackers,2,1782.0,0.2828,2555.97,1893.12,662.85,North,Amritsar,Net Banking,Returning,0.25933402974213315,2025,7,Jul,2025-07
O033188,2025-08-31,C04027,Customer 4027,P058,Smart Lights 2,Smart Gadgets,Smart Lights,3,1791.0,0.1206,4724.83,3375.3,1349.52,North,Chandigarh,Debit Card,Returning,0.2856229747948603,2025,8,Aug,2025-08
O010818,2025-11-21,C04027,Customer 4027,P012,Power Banks 4,Mobile Accessories,Power Banks,1,2794.0,0.1581,2352.18,1998.18,354.0,West,Nagpur,UPI,Returning,0.15049868632502617,2025,11,Nov,2025-11
O011289,2024-06-12,C04028,Customer 4028,P060,Smart Lights 4,Smart Gadgets,Smart Lights,1,520.0,0.0219,508.59,272.15,236.44,North,Delhi,UPI,New,0.46489313592481174,2024,6,Jun,2024-06
O005731,2024-08-05,C04028,Customer 4028,P015,Cases 3,Mobile Accessories,Cases,2,1441.0,0.1314,2503.36,2087.16,416.2,South,Hyderabad,Credit Card,Returning,0.16625655119519364,2024,8,Aug,2024-08
O028354,2025-07-08,C04028,Customer 4028,P048,Storage 4,Computer Accessories,Storage,1,1006.0,0.1426,862.5,741.41,121.1,North,Jaipur,UPI,Returning,0.14040579710144926,2025,7,Jul,2025-07
O005817,2025-09-03,C04028,Customer 4028,P055,Smart Speakers 3,Smart Gadgets,Smart Speakers,1,2173.0,0.0888,1980.02,1098.09,881.93,North,Chandigarh,Cash on Delivery,Returning,0.44541469278088097,2025,9,Sep,2025-09
O032595,2024-11-10,C04029,Customer 4029,P055,Smart Speakers 3,Smart Gadgets,Smart Speakers,1,2173.0,0.1275,1895.89,1098.09,797.8,West,Pune,Cash on Delivery,New,0.4208050045097553,2024,11,Nov,2024-11
O038426,2025-10-18,C04029,Customer 4029,P005,Cables 1,Mobile Accessories,Cables,1,463.0,0.0677,431.64,340.78,90.86,South,Coimbatore,UPI,Returning,0.2104994903160041,2025,10,Oct,2025-10
O033338,2024-01-03,C04030,Customer 4030,P048,Storage 4,Computer Accessories,Storage,3,1006.0,0.0758,2789.11,2224.22,564.89,West,Ahmedabad,UPI,New,0.2025341417154576,2024,1,Jan,2024-01
O035632,2024-02-19,C04030,Customer 4030,P043,Laptop Stands 3,Computer Accessories,Laptop Stands,1,2160.0,0.1947,1739.45,1332.14,407.31,South,Coimbatore,Debit Card,Returning,0.2341602230590129,2024,2,Feb,2024-02
O002647,2024-03-13,C04030,Customer 4030,P034,Webcams 2,Computer Accessories,Webcams,2,1236.0,0.11,2200.18,1705.46,494.72,North,Jaipur,UPI,Returning,0.22485433010026457,2024,3,Mar,2024-03
O006134,2024-04-18,C04030,Customer 4030,P002,Chargers 2,Mobile Accessories,Chargers,2,1428.0,0.1502,2426.97,1745.06,681.91,West,Pune,Debit Card,Returning,0.2809717466635352,2024,4,Apr,2024-04
O019324,2024-07-02,C04030,Customer 4030,P025,Keyboards 1,Computer Accessories,Keyboards,2,2378.0,0.219,3714.55,2919.46,795.09,West,Mumbai,UPI,Returning,0.214047462007511,2024,7,Jul,2024-07
O018382,2024-07-29,C04030,Customer 4030,P015,Cases 3,Mobile Accessories,Cases,2,1441.0,0.127,2515.86,2087.16,428.7,East,Bhubaneswar,Cash on Delivery,Returning,0.17039898881495788,2024,7,Jul,2024-07
O036165,2024-08-29,C04030,Customer 4030,P014,Cases 2,Mobile Accessories,Cases,1,2503.0,0.1802,2051.96,1506.6,545.36,North,Chandigarh,UPI,Returning,0.2657751613091873,2024,8,Aug,2024-08
O030067,2024-11-23,C04030,Customer 4030,P066,Mini Fans 2,Smart Gadgets,Mini Fans,2,1749.0,0.1229,3068.08,2043.05,1025.04,West,Ahmedabad,Cash on Delivery,Returning,0.3340981982216891,2024,11,Nov,2024-11
O048016,2024-11-29,C04030,Customer 4030,P048,Storage 4,Computer Accessories,Storage,1,1006.0,0.1875,817.4,741.41,75.99,West,Nagpur,UPI,Returning,0.09296550036701737,2024,11,Nov,2024-11
O006142,2025-04-25,C04030,Customer 4030,P054,Smart Speakers 2,Smart Gadgets,Smart Speakers,1,2061.0,0.0942,1866.76,1391.08,475.68,South,Kochi,Net Banking,Returning,0.2548158306370396,2025,4,Apr,2025-04
O012211,2025-09-23,C04030,Customer 4030,P058,Smart Lights 2,Smart Gadgets,Smart Lights,1,1791.0,0.2084,1417.67,1125.1,292.57,West,Ahmedabad,Cash on Delivery,Returning,0.20637383876360504,2025,9,Sep,2025-09
O045638,2025-12-27,C04030,Customer 4030,P020,Screen Protectors 4,Mobile Accessories,Screen Protectors,2,1968.0,0.1261,3439.81,2434.66,1005.14,West,Mumbai,Cash on Delivery,Returning,0.2922079998604574,2025,12,Dec,2025-12
O014268,2025-08-27,C04031,Customer 4031,P047,Storage 3,Computer Accessories,Storage,2,1284.0,0.1892,2082.09,1368.83,713.27,West,Mumbai,Cash on Delivery,New,0.3425740481919609,2025,8,Aug,2025-08
O044601,2024-06-22,C04032,Customer 4032,P011,Power Banks 3,Mobile Accessories,Power Banks,1,1237.0,0.0476,1178.18,800.47,377.7,South,Chennai,Credit Card,New,0.3205791984246889,2024,6,Jun,2024-06
O034866,2024-10-30,C04032,Customer 4032,P008,Cables 4,Mobile Accessories,Cables,1,2400.0,0.1936,1935.39,1354.6,580.79,South,Kochi,UPI,Returning,0.30008938766863524,2024,10,Oct,2024-10
O016396,2024-11-01,C04032,Customer 4032,P015,Cases 3,Mobile Accessories,Cases,2,1441.0,0.2336,2208.65,2087.16,121.49,East,Ranchi,UPI,Returning,0.05500645190500984,2024,11,Nov,2024-11
O012365,2025-04-26,C04032,Customer 4032,P048,Storage 4,Computer Accessories,Storage,1,1006.0,0.084,921.53,741.41,180.13,South,Coimbatore,Net Banking,Returning,0.1954684058033922,2025,4,Apr,2025-04
O010403,2025-11-02,C04032,Customer 4032,P048,Storage 4,Computer Accessories,Storage,2,1006.0,0.2354,1538.35,1482.81,55.54,West,Surat,UPI,Returning,0.03610361751226964,2025,11,Nov,2025-11
O025226,2025-12-21,C04032,Customer 4032,P027,Keyboards 3,Computer Accessories,Keyboards,2,1506.0,0.1935,2429.2,1718.21,710.99,East,Guwahati,Cash on Delivery,Returning,0.2926848345134201,2025,12,Dec,2025-12
O038630,2024-03-17,C04033,Customer 4033,P004,Chargers 4,Mobile Accessories,Chargers,4,2152.0,0.0605,8087.28,5186.82,2900.45,West,Pune,UPI,New,0.3586434499609263,2024,3,Mar,2024-03
O014208,2024-12-06,C04034,Customer 4034,P068,Mini Fans 4,Smart Gadgets,Mini Fans,2,1050.0,0.0565,1981.33,1022.37,958.96,East,Patna,UPI,New,0.48399812247328816,2024,12,Dec,2024-12
O019988,2024-12-24,C04034,Customer 4034,P065,Mini Fans 1,Smart Gadgets,Mini Fans,2,1976.0,0.0815,3629.78,2585.87,1043.92,North,Amritsar,Cash on Delivery,Returning,0.28759869744171823,2024,12,Dec,2024-12
O028663,2025-02-17,C04034,Customer 4034,P004,Chargers 4,Mobile Accessories,Chargers,2,2152.0,0.0561,4062.47,2593.41,1469.06,West,Mumbai,Debit Card,Returning,0.3616174396364773,2025,2,Feb,2025-02
O011979,2025-03-12,C04034,Customer 4034,P009,Power Banks 1,Mobile Accessories,Power Banks,1,558.0,0.1834,455.64,316.99,138.65,North,Delhi,Debit Card,Returning,0.3042972522166623,2025,3,Mar,2025-03
O009606,2025-09-01,C04034,Customer 4034,P007,Cables 3,Mobile Accessories,Cables,1,2330.0,0.0825,2137.84,1159.15,978.68,North,Chandigarh,Cash on Delivery,Returning,0.4577891703775773,2025,9,Sep,2025-09
O037052,2025-11-02,C04034,Customer 4034,P023,Audio 3,Mobile Accessories,Audio,1,2917.0,0.0845,2670.57,1533.45,1137.12,North,Chandigarh,UPI,Returning,0.425796740021793,2025,11,Nov,2025-11
O020669,2025-11-17,C04034,Customer 4034,P058,Smart Lights 2,Smart Gadgets,Smart Lights,1,1791.0,0.121,1574.33,1125.1,449.23,West,Nagpur,Credit Card,Returning,0.2853467824407844,2025,11,Nov,2025-11
O006950,2024-01-04,C04035,Customer 4035,P060,Smart Lights 4,Smart Gadgets,Smart Lights,1,520.0,0.0071,516.29,272.15,244.14,West,Mumbai,UPI,New,0.472873772492204,2024,1,Jan,2024-01
O003460,2024-01-27,C04035,Customer 4035,P055,Smart Speakers 3,Smart Gadgets,Smart Speakers,1,2173.0,0.2861,1551.33,1098.09,453.24,North,Chandigarh,UPI,Returning,0.2921622092011371,2024,1,Jan,2024-01
O026014,2024-03-15,C04035,Customer 4035,P042,Laptop Stands 2,Computer Accessories,Laptop Stands,2,2530.0,0.2288,3902.35,3798.95,103.4,East,Patna,Credit Card,Returning,0.026496854459492358,2024,3,Mar,2024-03
O033038,2024-05-02,C04035,Customer 4035,P061,Trackers 1,Smart Gadgets,Trackers,1,2071.0,0.0069,2056.8,1058.32,998.48,East,Ranchi,Debit Card,Returning,0.48545313107740173,2024,5,May,2024-05
O026281,2025-01-26,C04035,Customer 4035,P003,Chargers 3,Mobile Accessories,Chargers,1,2603.0,0.1539,2202.35,1417.01,785.34,West,Ahmedabad,UPI,Returning,0.3565918223715577,2025,1,Jan,2025-01
O029517,2025-04-01,C04035,Customer 4035,P065,Mini Fans 1,Smart Gadgets,Mini Fans,2,1976.0,0.1358,3415.18,2585.87,829.31,North,Jaipur,Cash on Delivery,Returning,0.24283053894670265,2025,4,Apr,2025-04
O039456,2025-05-15,C04035,Customer 4035,P045,Storage 1,Computer Accessories,Storage,1,2529.0,0.1578,2129.94,1446.05,683.89,East,Patna,UPI,Returning,0.32108416199517353,2025,5,May,2025-05
O041633,2025-05-28,C04035,Customer 4035,P020,Screen Protectors 4,Mobile Accessories,Screen Protectors,1,1968.0,0.054,1861.77,1217.33,644.44,East,Bhubaneswar,Credit Card,Returning,0.3461437234459681,2025,5,May,2025-05
O034530,2025-06-03,C04035,Customer 4035,P003,Chargers 3,Mobile Accessories,Chargers,1,2603.0,0.0991,2344.96,1417.01,927.95,West,Surat,Credit Card,Returning,0.3957210357532751,2025,6,Jun,2025-06
O047518,2025-07-24,C04035,Customer 4035,P006,Cables 2,Mobile Accessories,Cables,1,2931.0,0.3,2051.7,1612.58,439.12,West,Mumbai,UPI,Returning,0.21402739191889655,2025,7,Jul,2025-07
O043567,2025-10-06,C04035,Customer 4035,P016,Cases 4,Mobile Accessories,Cases,1,835.0,0.0896,760.2,442.63,317.57,South,Bengaluru,UPI,Returning,0.41774533017626936,2025,10,Oct,2025-10
O019325,2025-11-16,C04035,Customer 4035,P012,Power Banks 4,Mobile Accessories,Power Banks,2,2794.0,0.0587,5259.86,3996.37,1263.49,South,Bengaluru,Debit Card,Returning,0.24021361785294668,2025,11,Nov,2025-11
O031214,2025-12-16,C04035,Customer 4035,P060,Smart Lights 4,Smart Gadgets,Smart Lights,2,520.0,0.1306,904.17,544.29,359.88,West,Surat,UPI,Returning,0.39802249576960086,2025,12,Dec,2025-12
O008246,2024-03-15,C04036,Customer 4036,P026,Keyboards 2,Computer Accessories,Keyboards,1,744.0,0.0936,674.38,442.16,232.21,West,Nagpur,UPI,New,0.34433108929683565,2024,3,Mar,2024-03
O022419,2025-01-17,C04036,Customer 4036,P063,Trackers 3,Smart Gadgets,Trackers,1,1782.0,0.1751,1470.03,946.56,523.47,North,Jaipur,Cash on Delivery,Returning,0.3560947735760495,2025,1,Jan,2025-01
O026330,2025-10-05,C04036,Customer 4036,P042,Laptop Stands 2,Computer Accessories,Laptop Stands,4,2530.0,0.1097,9010.05,7597.9,1412.14,North,Amritsar,Credit Card,Returning,0.1567294299143734,2025,10,Oct,2025-10
O040875,2024-01-29,C04037,Customer 4037,P064,Trackers 4,Smart Gadgets,Trackers,1,2341.0,0.2823,1680.17,1773.39,-93.22,North,Delhi,Cash on Delivery,New,-0.055482480939428744,2024,1,Jan,2024-01
O043287,2024-09-10,C04037,Customer 4037,P048,Storage 4,Computer Accessories,Storage,1,1006.0,0.0588,946.81,741.41,205.41,South,Bengaluru,Cash on Delivery,Returning,0.2169495463715001,2024,9,Sep,2024-09
O004758,2024-02-27,C04038,Customer 4038,P056,Smart Speakers 4,Smart Gadgets,Smart Speakers,2,2385.0,0.1203,4196.14,2884.62,1311.52,North,Delhi,UPI,New,0.31255391860138126,2024,2,Feb,2024-02
O028622,2024-08-19,C04038,Customer 4038,P052,Smartwatches 4,Smart Gadgets,Smartwatches,1,220.0,0.2454,166.01,147.0,19.01,South,Chennai,Credit Card,Returning,0.11451117402566112,2024,8,Aug,2024-08
O033804,2024-01-19,C04039,Customer 4039,P005,Cables 1,Mobile Accessories,Cables,2,463.0,0.068,863.0,681.56,181.44,North,Amritsar,UPI,New,0.2102433371958285,2024,1,Jan,2024-01
O047176,2024-01-24,C04039,Customer 4039,P052,Smartwatches 4,Smart Gadgets,Smartwatches,1,220.0,0.1646,183.78,147.0,36.78,South,Bengaluru,Debit Card,Returning,0.2001305909239308,2024,1,Jan,2024-01
O000799,2024-02-22,C04039,Customer 4039,P020,Screen Protectors 4,Mobile Accessories,Screen Protectors,2,1968.0,0.0862,3596.86,2434.66,1162.2,East,Guwahati,Net Banking,Returning,0.3231151615575808,2024,2,Feb,2024-02
O035053,2024-03-13,C04039,Customer 4039,P008,Cables 4,Mobile Accessories,Cables,1,2400.0,0.1795,1969.08,1354.6,614.48,North,Jaipur,UPI,Returning,0.3120645174396165,2024,3,Mar,2024-03
O032231,2024-04-23,C04039,Customer 4039,P003,Chargers 3,Mobile Accessories,Chargers,1,2603.0,0.1667,2169.15,1417.01,752.14,East,Ranchi,UPI,Returning,0.3467441163589424,2024,4,Apr,2024-04
O044859,2024-04-28,C04039,Customer 4039,P034,Webcams 2,Computer Accessories,Webcams,1,1236.0,0.0607,1160.93,852.73,308.19,North,Lucknow,Net Banking,Returning,0.2654682022171879,2024,4,Apr,2024-04
O020948,2024-05-16,C04039,Customer 4039,P003,Chargers 3,Mobile Accessories,Chargers,1,2603.0,0.1807,2132.63,1417.01,715.62,North,Lucknow,Credit Card,Returning,0.3355575041146378,2024,5,May,2024-05
O027688,2024-05-27,C04039,Customer 4039,P062,Trackers 2,Smart Gadgets,Trackers,2,1518.0,0.1547,2566.33,1992.51,573.83,South,Hyderabad,Credit Card,Returning,0.22359945914983656,2024,5,May,2024-05
O006794,2024-06-22,C04039,Customer 4039,P062,Trackers 2,Smart Gadgets,Trackers,1,1518.0,0.0267,1477.4,996.25,481.14,South,Chennai,UPI,Returning,0.3256667117909841,2024,6,Jun,2024-06
O048555,2024-07-23,C04039,Customer 4039,P035,Webcams 3,Computer Accessories,Webcams,1,1514.0,0.0716,1405.58,847.48,558.1,East,Guwahati,Net Banking,Returning,0.39706028827957146,2024,7,Jul,2024-07
O009237,2024-08-02,C04039,Customer 4039,P067,Mini Fans 3,Smart Gadgets,Mini Fans,1,1765.0,0.0056,1755.08,1160.09,594.99,South,Kochi,Credit Card,Returning,0.3390101875697974,2024,8,Aug,2024-08
O037155,2024-08-02,C04039,Customer 4039,P046,Storage 2,Computer Accessories,Storage,3,2452.0,0.0448,7026.78,4809.1,2217.68,South,Coimbatore,Credit Card,Returning,0.31560401777200936,2024,8,Aug,2024-08
O010983,2024-08-07,C04039,Customer 4039,P062,Trackers 2,Smart Gadgets,Trackers,2,1518.0,0.0485,2888.78,1992.51,896.27,South,Kochi,UPI,Returning,0.310259002070078,2024,8,Aug,2024-08
O046437,2024-09-02,C04039,Customer 4039,P064,Trackers 4,Smart Gadgets,Trackers,1,2341.0,0.0475,2229.76,1773.39,456.37,South,Chennai,UPI,Returning,0.20467225172215842,2024,9,Sep,2024-09
O033912,2024-09-12,C04039,Customer 4039,P015,Cases 3,Mobile Accessories,Cases,4,1441.0,0.1316,5005.66,4174.32,831.34,South,Bengaluru,UPI,Returning,0.16607999744289464,2024,9,Sep,2024-09
O044100,2024-09-18,C04039,Customer 4039,P022,Audio 2,Mobile Accessories,Audio,1,1192.0,0.0563,1124.95,751.33,373.61,South,Bengaluru,UPI,Returning,0.3321125383350371,2024,9,Sep,2024-09
O009011,2024-10-06,C04039,Customer 4039,P040,USB Hubs 4,Computer Accessories,USB Hubs,2,2074.0,0.0925,3764.34,2329.82,1434.53,North,Jaipur,Credit Card,Returning,0.38108406785784493,2024,10,Oct,2024-10
